tweet,label
"omg jonghyun is following his hyung by giving me 2nd hand embarrassment feels. XD what are you cnblue dorks. 
",negative
"frank ocean's new album is set to be released on september 4th. you're welcome 
",positive
"@sjones Heh, that's my line. I'll post some @sjones here tonight to protect it, then tomorrow we'll let Twilight inspect it."" 
",positive
"@jordanrobertson get well soon, Danee :) take a rest well tonight! hope tomorrow will be a good day for you \(^-^ )/ hwaiting~~"" 
",positive
"Got tomorrow off, not going to digi tonight would be rude 
",positive
"Dunkin may be discontinuing the iced apple cider for fall and the basic bitch in me is crying.... 
",negative
"They're going to release info and tickets for the JaDine World Tour on Dec 25 where is the chill people I need to see 'em in Milan wtf. 
",negative
"""Sept 11th, Sunday Night Football, Cowboys vs. Jets... OH BOY OH BOY, I can't wait to see the Cowboys ruin the jets opening day!"" 
",positive
"Sat here dunking choc biscuits in my tea reading the daily mail.. And tells me about Justin bieber new find ( Xenia deli ) fuck off!! #jan1 
",negative
"@gloria29 it's super! But saving pennies starts now. Last afternoon so we're cramming in sun by the rooftop pool. 
",positive
"As long as it's not Chris Evans standing in!!!! 
",positive
"Nothin like a sunday morning sesh with ben e. king\u002c aretha franklin\u002c and etta james #trynnaturnthisdayaround @doughertydana @doughertydana 
",neutral
"""Condolence to Lee Soo Man and all family, his wife may calm there. let us pray for the best for her ELF."" 
",positive
"Just set up the Galaxy Note 5. Let's see how it does tomorrow. (Battery Life, Speed, Camera) 
",positive
"The Cab is playing on XM and I may or may not have just started flailing. 
",positive
"Hey James Franklin when I play madden and I get sacked on 3rd and have to punt I don't let the clock run down to call a timeout to punt 
",negative
"Lavalantula is genuinely better than Pixels. I have laughed so may more times and not at it but with it. The guy from Sharknado showed up 
",positive
"Similar situation happened in the dolphins game where they ran on 3rd down to run clock.. Difference is jets don't have aaron Rodgers 
",neutral
"'Amazon Prime Day' appeared on Wednesday 15 at the 19th place in the Top20 of Edinburgh's Trends: #trndnl 
",neutral
"New iPhones, iPad Pro, and Apple TV on the way today at 10 A.M. (PDT)! #AppleEvent 
",positive
"This very well may be the first season of Big Brother ever that I don't finish. And I've watched since season one #bb17 
",negative
"It\u2019s Tuesday night in Athens! AKA karaoke night at the Volstead so come see me!! 
",positive
"@bentleyyvonne Ah woops that\u2019s my bad they play the Knicks tomorrow 
",negative
"""People always forget the fact that Shawn achieved so much in the age of 16 like his 1st single, EP and FIRST album ALL went #1 on charts"" 
",positive
"Very interesting video clip about the Blood Moon Tetrad worth the time to watch: 
",positive
"Sadly another Australian Tour has come to an end going to miss Australia so much next stop Brisbane tomorrow then... 
",negative
"""#BritishBuddhu if Rahul Gandhi is really a British Citizen, I'm very concerned about the comedians out there. They may be without jobs"" 
",negative
"Real Madrid reportedly rule out signing De Gea in January; making me believe they're getting cold feet about this deal altogether. 
",neutral
"So Magic Mike with @john68 was super great. Tomorrow I'm going to see Mission Impossible, but all I wanna do is watch Magic Mike XXL. 
",positive
"Niggas was really fighting at the gas station  Sat night tho 
",negative
"Caitlyn Jenner and her son Brody had some kind words to say about one another as The Hills star celebrated his 32nd birthday on Friday. 
",neutral
"""Roskilde Festival starts today.Tomorrow Jakob Bro+Thomas Knak will introduce their music """"""""Bro/Knak"""""""" live for the first time @ericamedina 
",positive
"""Cyber-squatter accuses Carly Fiorina of wishing she'd laid off 30,000 employees more quickly | PolitiFact 
",negative
"Andy broken to start the 3rd set; still complaining to chair ump that 5 minutes is excessive bathroom usage time. Murray's so done. #USOpen 
",negative
"its not that I\u2019m a GSP fan\u002c i just hate Nick Diaz. can\u2019t wait for february. 
",negative
"Monday before I leave Singapore\u002c I am going to post something that might be offensive. 
",negative
"@alan96 on 2nd thought, I would have 2 cute kitties and you could have my CNBC Obsessed, Oracle employed, somewhat grumpy husband, deal! 
",negative
"KONY2012 filmmaker Jason Russell explains breakdown: I literally thought I was responsible for the future of humanity  
",neutral
"""Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: """"""""The sun shall be turned into darkness, and the moon i 
",neutral
"If it's not a ""Larry-sized problem,"" then why did he pour so much money and resources into Google+?  
",negative
"""Just gonna say it: The lyrics in """"Bad Blood"""" sound like they were written by a 7th grader. """"Done"""" doesn't have two syllables, Taylor."" 
",negative
"The Sun is bullshit 99% of the time but they're the ones who said Louis is gonna be a dad and Zayn left and look what happened 
",negative
"@rodriguezashley I'll do the same in november :) budapest &amp; milan Enjoy a lot 
",positive
"@robert91 @robert91 may have always been """"Israel"""" but no reason Zionists had to kill for it."" 
",negative
"@andrewhensley I never once thought, it would be Kane until the last hr. people starting it may be Kane."" 
",positive
"@andrewmccormick if you get ungrounded tomorrow go to Lauren\u2019s birthday kickback 
",neutral
"""Leo eyes record, Barca seek boost: In the week that he marked the 10th anniversary of his competitive... #femnath"" 
",positive
"@fjackson @fjackson @fjackson @fjackson @fjackson ok thank you Curtis, mum is away Saturday but Ella &amp; Owen are here all wk end"" 
",neutral
"@gamblekaitlyn Good luck tomorrow :) and  have you ever been to Scotland or Ireland.  And if you have did you like it? 
",positive
"@ethansullivan ur terrorist is going to be hanged tomorrow Yakub. stop sending terrorist u failed nation!! 
",negative
"@hardyjennifer @hardyjennifer The way they are chessing Donald Trump you would have thought that to race was tomorrow. 
",neutral
"""Happy Halloween, Juniors! Be sure to STAY ON CAMPUS today! Help us gain class points, as we are currently tied with seniors for 2nd!"" 
",positive
"""I'm happy to see them both take a stand. Sometimes the """"Oh C'mon!"""" cry from other Christians is what's needed to... 
",positive
"Biggest problem with UFC is that Dana White seems to feed sheep to lions for ticket sales. It's not exactly fixed but it may as well be. 
",negative
"But excited for the scramble at knollwood tomorrow morning. Going to tear the west course up 
",positive
"""Obama is a ditherer. (Or you can call him a deep thinker. Both correct.) But for the love of Ebola, DO SOMETHING. 
",negative
"@brownkristen @brownkristen might wanna check on me if we lose tomorrow... Might pull something similar to that Kony guy in the streets 
",negative
"Putin is baiting you He waits for the first week of new admin b4 he starts mayhem/chaos. 3rd  most dangerous person behind iran and potty 
",negative
"Wilt Chamberlain dropped 100 PT\u2019s with NO THREES ! C\u2019mon son 
",negative
"Great story about Sam Smith on CBS Sunday Morning...Sam talked about how his success came when he exposed his... 
",positive
"""** Good! Because from the looks of it, Barnes &amp; Noble will be selling """"Comes a Watchman"""" for firewood in November ** 
",positive
"@madelinemoreno  who was the dork asking Paul Dunne what will be your thought in the first tee tomorrow. What a stupid question that was 
",negative
"@bowmanmisty @bowmanmisty Hehe...yeah. I mean it wasn't really really bad, but it got no real attention. As far as Kpop goes, people may"" 
",negative
"@lewisandrew Oh yes\u002c never a dull moment!!  Looking forward to just Rafa & Bronte tomorrow!  Nice to be busy though! Hope boys ok! 
",positive
"@katierichardson you might not wanna come to anatomy tomorrow\u002c we have a test lol 
",negative
"From my recently viewed list I can see my Dad watched the entire 1st season of Gilmore Girls on Netflix yesterday #Dale 
",neutral
"De Rossi believes Juventus may struggle to cope this season as he does not think they have adequately replaced Tevez, Pirlo or Vidal 
",negative
"it looks like a beautiful night to throw myself off the Brooklyn Bridge ---@Tim_Hecht 
",negative
"""Cant wait to watch the debate tomorrow night. If Romney grills Obama as hard as he did Gingrich in FL, Romney will wipe the floor with Obama"" ",positive
"@shahmatthew 1/2 white? does\u2019nt matter;Malcolm X may hv been as well.Still no specifics.U ppl don\u2019t hv ideas except make bombs killem all 
",negative
"Why in God's name would CNN have Sarah Palin on tomorrow? There's no one else from Alaska who can talk about Obama's visit? 
",negative
"I bought an ecig through the sun paper yet not allowed to use it while watching football at Newcastle Utd 
",negative
"The Giants will fly out to Kansas City to face the Royals in the World Series starting on Tues. Both teams are white hot at the moment. 
",positive
"1,500 people go to Pride Parade on Sat. and it's on the cover of the PD. 35k folks go to @gbell and PD fails to mention it. #JustSaying 
",negative
"Okay\u002c okay...Saturday OT just became worth it...someone came with Porto\u2019s cheese rolls! YUM! 
",positive
"After Mrs O\u002c Castro\u002c Fluke & now Clinton\u002c I am so proud of the party that I believe in & will vote for in Nov. tomorrow night is just icing 
",positive
"@debra74 WAIT WHAT?!?! SCOTUS makes laws!?!? since when? have i been lied to my entire 8th grade year about gov? (sarcasm intended) 
",neutral
"@macktiffany There was never any doubt about Yakub's involvement. What is moot is whether he had a deal. 'Black Friday' says he didn't. 
",neutral
"dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel 
",negative
"I'm sorry she may be the queen but Madonna is a bitch #gogaga 
",negative
"Congrats to Aiden Wagner who scored his 1st BCHL goal in his 1st preseason game vs. Prince George. He was named the game's 3rd star. 
",positive
"When Apple brings games to AppleTV tomorrow, it will matter because unlike OUYA, Amazon. Razer, etc, Apple has 10's of millions of AppleTVs 
",positive
"Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home. 
",neutral
"Presidency: Military may wipe out Boko Haram insurgents ahead deadline: The Nigeria military could wipe the in... 
",positive
"""Not sure if I want to go to Eng v Holland game on wed, only got tickets coz of Arsenal players, might not feature now :-("" 
",negative
"Lovely- just received our complementary tickets to @bryantmichael game @bryantmichael v @bryantmichael tomorrow.. Hoping or some goals.We go 0-3 Chelsea 
",positive
"Best movie of the year next to Jurassic World 
",positive
"""We're excited to have MYSA's support behind tomorrow night's game! First 1,000 people in the doors get a mini soccer ball!"" 
",positive
"Go to tech school Mon-Wed nights from 5:30-9:20. Had Monday off for Labor Day this week, got out early at 7:30 tonight. #TheseAreGoodThings 
",positive
"@sherizimmerman Danny Elfman, as he is my favourite film score composer. I may also say @sherizimmerman if his work on the @sherizimmerman counts"" 
",positive
"I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme 11 times today. Currently listening to it for a 12th time. 
",positive
"Gucci trousers coconscious desire november extend the biform thine life advanced dispersion headed for no orga... 
",neutral
"@michael41 Please refrain from interupting Dan's rants on Dana White with a stupid ass Sunday Countdown commercial...     k? thanks! 
",negative
"One spare Runrig ticket for next Friday night at the barrowlands! Pm me for details @brittanydunn 
",neutral
"The 2nd instructor had the audacity to play Prince Delirious for one of the songs. I never thought of Prince and Zumba together but it works 
",positive
"Tomorrow is my last day waking up at 5:30 in the morning to work at Dunkin and I couldn't be happier 
",positive
"Just made a plot for a fan fic about How To Rock. It's gonna be called before gravity 5. I'll post it by Friday can't wait for u to read it. 
",positive
"Murray is 28 and at his peak. Not sure he can win another major. He may have to be content with his Wimbledon &amp; US Open wins. #murray 
",neutral
"Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;) 
",positive
"Fashion King seems nice after watching the 1st episode :) 
",positive
"Really though, who wants to come with me to the Madonna concert on the 24th? I have an extra ticket 
",positive
"@jasmine83 Are you off somewhere nice? I'm bored today. Got a list of 395 applications I need to get ready for Windows 7. Tedious 
",negative
"@monicasmith fantastic. Best book my taxi from there to Lechlade now haha! Going to be a great week! You about after work next tuesday? 
",positive
"MT @ronald56 My 1st read of the day from @ronald56 Congress returns to tight deadlines, key farts on Iran deal, Planned Parenthood 
",negative
"Saltalamacchia the 4th Red Sox catcher ever to pop 20 in a season (Carlton Fisk\u002c Mike Stanley\u002c Jason Varitek) 
",neutral
"@ucontreras all I can say is that it was very unrealistic. The 1st movie was better-storyline\u002c dialogue! And of course \""""""""The Grey\"""""""" thumbs up!"" 
",negative
"""Wishes this happy occasion on Eid, a very Happy Eid Mubarak!"""" May Allah bring you joy, happiness, peace &amp;... 
",positive
"Who are the danger men Newcastle Utd have to look out for on Sunday against West Brom ? 
",negative
"""Good luck tomorrow to the Hawks v @dbenjamin (A), Vikings v @dbenjamin 2nds (A) &amp; Bears v @dbenjamin (H) #GTH #UTB #Hawksfamily"" 
",positive
"If Amazon Prime Day is ""better than Black Friday"" then I'm going to sleep in!  Should have been called Amazon Garage Sale Day! 
",negative
"As long as I get Dunkin tomorrow morning I should be good for the school day 
",positive
"Donald Trump is speaking here tomorrow so a bunch of GW students are going to protest and I'm totally going who has sign/rhyme ideas 
",negative
"Tomorrow I'm gunna be in the Jurassic  Park theme so much no one will recognize me 
",positive
"Costa Concordia accident: Ship\u2019s owners say the captain may have committed errors   - Breaking News Buzz 
",negative
"Nov 16!! Me + you + movie theater = Breaking Dawn part 2. Just saw a preview! Can\u2019t wait (: 
",positive
"Half Way to St Patrick's Day is on tomorrow PJ Gallagher's Irish Pub Drummoyne! Don't miss out on seeing the Irish... 
",positive
"You may not speak to justin bieber unless you are spoken to wtf are you the queen? the pope? no didn't think so 
",negative
"I find it funny that this is the 5th year in a row that Brad Paisley and Carrie Underwood have hosted the CMAs 
",positive
"I used to love John Cena until it started being reported that he was politicking Nikki's push. It seems obvious. 
",negative
"Grand opening tomorrow. Come out to Vans at Town Center and visit me and check it out! 
",neutral
"or just start watching Game of Thrones and be like, ""i'll finish it tomorrow before 2"" 
",positive
"""If a Genie gave me 3  wishes, my 1st would be to send all the rabid Jew-hating Zionist conspiracy kooks to ISIS wearing """"ISLAM SUCKS"""" signs"" 
",negative
"@julian14 oh wow! Did you just trade Elvis? I\u2019m just saying @julian14 may not like you! :) 
",negative
"I had my eyes closed already to go to sleep. but I always check a notif to see if it's Zayn and well 
",neutral
"If you're coming to Snoop Dogg this Saturday, please screenshot your receipt. If it's purchased today, YOU GET... 
",positive
"Almost 3M between Bey and us! We have to vote harder to take the 1st place Monsters! #MTVStarOf2015 Lady Gaga 
",positive
"okay i\u2019m sorry but TAYLOR SWIFT LOOKS NOTHING LIKE JACKIE O SO STOP COMPARING THE TWO. c\u2019mon America aren\u2019t you sick of her yet? (sorry) 
",negative
"Zayn may have left the band but i will still support him no matter what cs hes still the 1D zayn i love and i always will 
",positive
"""Everyone's out Black Friday shopping talking about what deals they got and I'm just over here like """"""""Hey I'm eating Thanksgiving leftovers!""""""""."" 
",neutral
"I may never tweet about anything other than Kanye West ever again 
",positive
"Donald Trump: I will be in D.C. on Wednesday,1 PM, in front of the Capitol, to protest the horrible &amp; incompetent deal being made with Iran. 
",negative
"Plus I got Seinfeld all on DVD Plus I killed the math section on the SAT 
",positive
"Of course its true. Racists are beside themselves because Obama beat them. 1st thing they did was contact you Sellouts. TK @uperry 
",negative
"""Concert this Thursday with @timothydiaz ! Then hopefully get some tickets for Jason Aldean, @timothydiaz and @timothydiaz 
",positive
"Watched a Pride and Prejudice play and then the season finale of the 2nd season of Downton Abbey. Tonight is so British. 
",positive
"Sweet Sunday morning with the King...  Bob Marley #reggaemusic #emancipateyourself 
",positive
"Lumber Jack out tomorrow as we take down the Colts! 
",positive
"""First sounds of Yea, Alabama this morning plus Nick Saban stops by to speak to the band! Very exciting morning! #MDB  
",positive
"""Ant-man tops North American box office: Marvel action flick """"Ant-Man"""" stayed atop the US box office Sunday, ... 
",positive
"may Allah curse  these Muslims drag queen in the same way. That Allah punished the people of Lut Ameen 
",negative
"A BIG day at Cardiff Airport tomorrow for Iron Maiden fans! Watch this space to find out what's going... 
",positive
"Working Friday morning shift at Dunkin is actually the most stressful thing you could do. #godhelpme 
",negative
"@willie70 have you heard Black Friday by Kendrick Lamar &amp; j.Cole ?? 
",neutral
"Sreven Taylor will look pretty daft after the Mackems win tomorrow\u002ci really think they will beat you.PARMO 
",negative
"""I'm gonna be blessed with the 5th album, justin, zayn, frank ocean (when he rises from death), adele.. I'm not stressed"" 
",positive
"Christians should be the most happy and cheerful people... so others may say 'what makes him so happy?   #Saved #Happy #StraightOuttaOfSin 
",neutral
"@cindy56 in regards to the masses of refugees this is crazy. Also when Muslims may take Greece. Real world worst case scenarios are... 
",negative
"I was sat with my auntie who has seen Michael Jackson live &amp; I had to watch a shitty Bruno Mars tribute try to sing Billie Jean 
",negative
"""CBB final, Celebrity Juice, Hollyoaks and Hollyoaks Later tonight, woo!"" 
",positive
"Carly Fiorina is 3rd in Iowa with 10% of the vote behind Trump and Carson 23% yet @vvance is not going to allow her to debate. #WarOnWomen 
",negative
"Hillary's campaign now reset for the 4th time. Adding humor and heart to a person that has #neither #sadtrombone 
",negative
"Super Sunday Football indeed! Love the Merseyside Derby! 
",positive
"What would happen if you lost access to your Google Account tomorrow? - I actually don't know. hahahaha! 
",neutral
"@kimberlylopez okay I'll admit PC may be better but PS4 is just my preference and always will be. I just like console lol. 
",positive
"@james93 lol this is the first time i eat pancakes since Monday. & damn you just Hurt my feelings 
",negative
"@jjones ruined Sun night baseball again by replacing Hall of Fame pitcher with a woman because he spoke truth about Muslims. #curtschilling 
",negative
"Seeing Magic Mike XXL with my mains last Friday! #fridayfunday #unforgettable #tgifholiday 
",positive
"Did you know that 'Janet Jackson' was Trending Topic on Thursday 3 for 8 hours in Calgary? #trndnl 
",positive
"Chris Brown is me when me and my girl on good terms and that dude in blue in the back is when we're not  
",positive
"My Iowa people, who is going to Eric Church on Friday at the Jones County Fair??? 
",neutral
"Jay Z joins Instagram with nostalgic tribute to Michael Jackson: Jay Z apparently joined Instagram on Saturday and.. 
",positive
"Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old. 
",negative
"In one weeks time I managed to binge watch the entire 4th season of Gilmore Girls and write my Stress management plan/paper #Multitasker 
",neutral
"Like a good neighbor State Farm is there\u002c with an alarm clock that\u2019ll actually wake me up tomorrow. 
",positive
"Problems for Newcastle Utd with new sponsor as star players may oppose Wonga's loans on religious ethical grounds 
",negative
"I'm a little too excited about this Kurt Cobain albums m coming out in November! 
",positive
"Yakub has gone. whatever happened may be right. I want asked Kiran bedi .that whatever Yakub done.it was wrong  but after Babri masjid -- 
",negative
"I want IHOP tomorrow morning 
",positive
"But it's nothing that 257 families lost their family members because of Yakub.  
",negative
"I have an issue driving slow. So im gonna try to make it from AZ to LV in 3 hrs. Tomorrow. 
",neutral
"""// So, I thought Ant-Man was out of the question for the cinema Saturday but my boyfriend said the films he's seen are 'awesome' and that -"" 
",positive
"@ortizterri Its wide open at the Open Championship, should be a cracker tomorrow, good luck to amateur Paul Dunne who started at 1,500/1"" 
",positive
"@hgibbs like tomorrow, I'm going to get more ink my self, and probably go see Ben sollee play! Ha good day!"" 
",positive
"Just finished watching the 1st season of Breaking Pointe (new tv doc about Ballet West) and was pleasantly surprised. What did you think? 
",positive
"@erikharris how about you &amp; I go see Janet Jackson in Dallas for her Unbreakable tour Jan. 24? 
",neutral
"envy everyone going to the Big Bang shows tomorrow and Saturday. ;_; 
",neutral
"""Kim Kardashian's Butt Gets Its Own Emoji: When Kim Kardashian launched her new emoji app Monday, the reality s... 
",neutral
"So we still just gonna ignore the fact that frank ocean hasn't dropped his album and it's August 23 lmao ? 
",negative
"date: august 11th still no sign of frank ocean's new album. the world is turning on itself. buildings are burning. god refuses to comment. 
",neutral
